y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
0.0,0.521,0.474,0.397,0.12,0.375,0.078,0.596,0.323,0.685,0.371,0.276,0.781,0.926,0.453,0.423,0.535,0.621,0.877,0.417,0.183,0.358,0.297,0.75,0.571,0.932,0.158,0.076,0.896,0.916,0.817,0.72,0.313,0.02,0.751,0.567,0.599,0.365,0.96,0.777,0.87
0.0,0.619,0.739,0.648,0.759,0.31,0.204,0.932,0.86,0.428,0.81,0.51,0.513,0.148,0.045,0.062,0.481,0.248,0.173,0.643,0.813,0.505,0.15,0.876,0.924,0.501,0.373,0.158,0.439,0.223,0.079,0.684,0.37,0.134,0.193,0.024,0.44,0.947,0.19,0.156,0.348
1.0,0.49,0.163,0.028,0.076,0.524,0.408,0.3,0.189,0.996,0.937,0.349,0.316,0.53,0.802,0.322,0.578,0.73,0.922,0.679,0.092,0.855,0.248,0.241,0.281,0.659,0.566,0.819,0.05,0.954,0.31,0.712,0.351,0.533,0.38,0.169,0.887,0.816,0.434,0.237,0.143
1.0,0.411,0.475,0.76,0.895,0.39,0.1,0.229,0.702,0.05,0.398,0.964,0.496,0.086,0.87,0.009,0.85,0.443,0.443,0.875,0.594,0.296,0.903,0.629,0.367,0.209,0.425,0.01,0.717,0.702,0.11,0.801,0.272,0.794,0.511,0.005,0.287,0.909,0.829,0.034,0.837
0.0,0.439,0.759,0.792,0.403,0.552,0.679,0.397,0.4,0.097,0.148,0.355,0.961,0.432,0.066,0.063,0.682,0.378,0.639,0.272,0.236,0.652,0.029,0.194,0.632,0.273,0.931,0.792,0.497,0.412,0.602,0.242,0.903,0.53,0.281,0.666,0.278,0.312,0.414,0.462,0.294
0.0,0.341,0.966,0.356,0.207,0.909,0.771,0.655,0.138,0.993,0.224,0.598,0.259,0.026,0.592,0.902,0.032,0.061,0.171,0.854,0.533,0.856,0.056,0.239,0.621,0.612,0.861,0.619,0.821,0.717,0.888,0.063,0.947,0.055,0.828,0.627,0.298,0.818,0.749,0.911,0.316
0.0,0.327,0.432,0.982,0.153,0.926,0.528,0.313,0.367,0.725,0.382,0.859,0.682,0.328,0.366,0.111,0.347,0.306,0.132,0.573,0.73,0.542,0.907,0.593,0.665,0.5,0.742,0.486,0.867,0.336,0.805,0.8,0.702,0.136,0.73,0.988,0.752,0.447,0.003,0.007,0.635
1.0,0.933,0.085,0.713,0.715,0.258,0.815,0.167,0.583,0.297,0.149,0.0,0.544,0.263,0.958,0.639,0.5,0.4,0.014,0.545,0.715,0.62,0.243,0.086,0.893,0.724,0.504,0.004,0.541,0.154,0.196,0.49,0.586,0.807,0.735,0.124,0.145,0.875,0.451,0.125,0.03
0.0,0.457,0.549,0.022,0.796,0.883,0.02,0.943,0.708,0.634,0.551,0.58,0.892,0.575,0.726,0.77,0.832,0.508,0.14,0.698,0.358,0.419,0.972,0.899,0.393,0.934,0.2,0.094,0.089,0.024,0.124,0.565,0.11,0.035,0.293,0.979,0.164,0.179,0.118,0.399,0.687
0.0,0.688,0.444,0.901,0.877,0.647,0.707,0.009,0.745,0.335,0.361,0.007,0.93,0.485,0.169,0.108,0.934,0.523,0.338,0.199,0.567,0.799,0.452,0.198,0.776,0.029,0.427,0.679,0.95,0.775,0.232,0.206,0.004,0.271,0.676,0.766,0.086,0.511,0.371,0.895,0.944
1.0,0.895,0.433,0.934,0.945,0.086,0.646,0.178,0.451,0.823,0.67,0.075,0.504,0.198,0.183,0.67,0.788,0.362,0.039,0.613,0.384,0.785,0.114,0.458,0.464,0.616,0.321,0.793,0.916,0.765,0.831,0.504,0.695,0.626,0.676,0.419,0.686,0.43,0.062,0.582,0.509
0.0,0.537,0.615,0.647,0.707,0.257,0.766,0.389,0.998,0.206,0.225,0.675,0.993,0.59,0.748,0.712,0.512,0.398,0.866,0.059,0.798,0.446,0.181,0.953,0.481,0.731,0.406,0.036,0.055,0.576,0.75,0.415,0.423,0.609,0.877,0.199,0.57,0.68,0.921,0.471,0.315
0.0,0.749,0.927,0.908,0.79,0.905,0.514,0.829,0.608,0.438,0.477,0.114,0.857,0.715,0.57,0.088,0.127,0.445,0.95,0.108,0.005,0.852,0.563,0.392,0.021,0.756,0.513,0.378,0.327,0.946,0.332,0.221,0.371,0.826,0.701,0.161,0.742,0.763,0.431,0.414,0.951
0.0,0.927,0.171,0.102,0.998,0.679,0.347,0.633,0.983,0.686,0.143,0.213,0.717,0.644,0.61,0.996,0.313,0.227,0.56,0.9,0.723,0.655,0.157,0.903,0.025,0.902,0.355,0.166,0.129,0.294,0.8,0.743,0.634,0.876,0.49,0.577,0.59,0.332,0.489,0.003,0.015
1.0,0.421,0.136,0.365,0.372,0.228,0.026,0.3,0.123,0.06,0.874,0.977,0.728,0.531,0.797,0.496,0.926,0.25,0.746,0.051,0.668,0.997,0.214,0.722,0.387,0.21,0.121,0.646,0.581,0.937,0.653,0.182,0.256,0.821,0.501,0.066,0.784,0.359,0.589,0.905,0.349
0.0,0.417,0.072,0.46,0.825,0.887,0.463,0.702,0.671,0.618,0.267,0.5,0.776,0.847,0.908,0.504,0.794,0.086,0.098,0.529,0.253,0.919,0.329,0.308,0.378,0.643,0.835,0.562,0.756,0.719,0.949,0.973,0.536,0.894,0.043,0.325,0.35,0.619,0.782,0.289,0.219
0.0,0.316,0.636,0.091,0.064,0.932,0.205,0.469,0.095,0.966,0.005,0.822,0.546,0.8,0.439,0.242,0.149,0.826,0.493,0.074,0.864,0.365,0.305,0.734,0.241,0.307,0.332,0.416,0.939,0.429,0.959,0.443,0.871,0.169,0.939,0.725,0.164,0.596,0.565,0.02,0.196
0.0,0.482,0.81,0.284,0.717,0.282,0.969,0.708,0.784,0.714,0.911,0.159,0.828,0.645,0.865,0.075,0.662,0.705,0.377,0.852,0.054,0.6,0.832,0.017,0.7,0.391,0.09,0.24,0.237,0.365,0.74,0.776,0.613,0.828,0.525,0.124,0.647,0.382,0.781,0.656,0.04
0.0,0.522,0.206,0.298,0.058,0.445,0.106,0.797,0.095,0.489,0.71,0.404,0.859,0.07,0.051,0.282,0.033,0.933,0.446,0.83,0.229,0.44,0.165,0.366,0.369,0.546,0.893,0.197,0.773,0.613,0.559,0.608,0.438,0.095,0.912,0.157,0.07,0.227,0.095,0.397,0.858
0.0,0.366,0.798,0.099,0.295,0.193,0.184,0.4,0.072,0.833,0.281,0.965,0.867,0.105,0.438,0.351,0.882,0.374,0.837,0.325,0.424,0.77,0.337,0.227,0.363,0.272,0.452,0.321,0.084,0.613,0.812,0.413,0.059,0.04,0.85,0.235,0.425,0.807,0.363,0.093,0.366
1.0,0.039,0.94,0.005,0.402,0.15,0.271,0.019,0.47,0.279,0.173,0.255,0.165,0.138,0.036,0.561,0.675,0.285,0.266,0.786,0.524,0.592,0.856,0.32,0.791,0.366,0.888,0.56,0.181,0.36,0.214,0.928,0.518,0.152,0.536,0.102,0.794,0.271,0.269,0.953,0.115
0.0,0.054,0.769,0.956,0.201,0.898,0.802,0.742,0.056,0.517,0.938,0.493,0.443,0.989,0.945,0.255,0.808,0.034,0.52,0.81,0.445,0.14,0.308,0.448,0.92,0.899,0.759,0.829,0.868,0.25,0.7,0.544,0.165,0.935,0.902,0.539,0.569,0.085,0.47,0.93,0.383
0.0,0.077,0.689,0.44,0.039,0.263,0.717,0.54,0.313,0.058,0.414,0.885,0.598,0.706,0.281,0.174,0.491,0.12,0.505,0.829,0.968,0.143,0.304,0.908,0.316,0.241,0.949,0.373,0.174,0.119,0.837,0.383,0.552,0.884,0.511,0.537,0.918,0.528,0.506,0.109,0.993
1.0,0.885,0.773,0.733,0.016,0.642,0.959,0.639,0.932,0.343,0.728,0.605,0.53,0.642,0.244,0.308,0.529,0.35,0.058,0.685,0.832,0.392,0.85,0.194,0.425,0.716,0.031,0.715,0.845,0.743,0.672,0.248,0.988,0.455,0.132,0.104,0.807,0.114,0.934,0.983,0.241
0.0,0.729,0.738,0.796,0.352,0.862,0.394,0.767,0.463,0.825,0.514,0.544,0.038,0.171,0.509,0.571,0.379,0.495,0.098,0.335,0.626,0.123,0.062,0.047,0.728,0.814,0.996,0.817,0.39,0.147,0.845,0.58,0.704,0.789,0.344,0.262,0.127,0.978,0.117,0.255,0.99
0.0,0.641,0.873,0.168,0.841,0.998,0.373,0.219,0.681,0.114,0.338,0.334,0.159,0.191,0.511,0.457,0.195,0.653,0.716,0.288,0.829,0.321,0.373,0.016,0.697,0.487,0.213,0.695,0.088,0.732,0.228,0.451,0.311,0.247,0.797,0.754,0.899,0.805,0.388,0.312,0.778
1.0,0.014,0.541,0.901,0.064,0.534,0.37,0.699,0.858,0.286,0.912,0.898,0.362,0.598,0.425,0.661,0.465,0.136,0.371,0.214,0.053,0.902,0.905,0.134,0.875,0.797,0.348,0.262,0.457,0.106,0.137,0.45,0.419,0.953,0.971,0.963,0.857,0.884,0.234,0.858,0.611
1.0,0.558,0.937,0.06,0.118,0.059,0.952,0.131,0.47,0.005,0.901,0.174,0.147,0.042,0.733,0.879,0.665,0.885,0.739,0.836,0.638,0.041,0.184,0.59,0.181,0.139,0.692,0.45,0.675,0.212,0.583,0.681,0.864,0.044,0.056,0.961,0.384,0.598,0.689,0.807,0.486
0.0,0.228,0.508,0.882,0.49,0.847,0.62,0.38,0.727,0.259,0.486,0.057,0.089,0.408,0.637,0.845,0.515,0.993,0.369,0.613,0.948,0.52,0.726,0.557,0.259,0.467,0.074,0.373,0.291,0.36,0.938,0.15,0.67,0.778,0.358,0.736,0.065,0.188,0.464,0.137,0.765
1.0,0.162,0.555,0.498,0.733,0.044,0.28,0.062,0.323,0.155,0.877,0.423,0.214,0.807,0.482,0.408,0.712,0.761,0.175,0.419,0.451,0.542,0.41,0.598,0.751,0.885,0.033,0.916,0.9,0.917,0.764,0.973,0.379,0.856,0.153,0.605,0.941,0.054,0.617,0.883,0.203
1.0,0.026,0.634,0.004,0.38,0.833,0.871,0.434,0.362,0.84,0.348,0.249,0.259,0.395,0.197,0.559,0.287,0.82,0.811,0.888,0.118,0.463,0.361,0.776,0.069,0.1,0.797,0.012,0.834,0.618,0.804,0.608,0.24,0.195,0.081,0.537,0.636,0.436,0.836,0.436,0.227
0.0,0.1,0.775,0.318,0.413,0.13,0.148,0.187,0.003,0.426,0.235,0.194,0.992,0.789,0.198,0.057,0.948,0.589,0.222,0.814,0.236,0.286,0.448,0.364,0.276,0.527,0.828,0.225,0.894,0.73,0.08,0.962,0.755,0.56,0.241,0.876,0.583,0.333,0.119,0.976,0.536
0.0,0.133,0.633,0.695,0.172,0.776,0.163,0.564,0.809,0.825,0.176,0.615,0.779,0.27,0.113,0.757,0.108,0.807,0.225,0.919,0.987,0.127,0.056,0.354,0.402,0.477,0.721,0.843,0.303,0.269,0.149,0.005,0.305,0.871,0.384,0.239,0.759,0.23,0.64,0.943,0.112
1.0,0.846,0.709,0.366,0.481,0.182,0.541,0.263,0.34,0.07,0.04,0.527,0.39,0.898,0.681,0.887,0.344,0.659,0.461,0.479,0.875,0.58,0.799,0.139,0.737,0.863,0.814,0.584,0.974,0.204,0.893,0.777,0.994,0.749,0.777,0.121,0.73,0.164,0.464,0.354,0.794
1.0,0.943,0.48,0.245,0.844,0.84,0.532,0.26,0.199,0.965,0.615,0.727,0.722,0.822,0.724,0.277,0.452,0.047,0.265,0.385,0.776,0.442,0.792,0.403,0.094,0.104,0.49,0.746,0.99,0.47,0.809,0.529,0.983,0.953,0.6,0.646,0.399,0.945,0.304,0.109,0.682
0.0,0.33,0.517,0.194,0.323,0.62,0.189,0.973,0.831,0.835,0.156,0.098,0.593,0.254,0.237,0.257,0.849,0.011,0.994,0.278,0.436,0.296,0.795,0.789,0.068,0.641,0.493,0.933,0.735,0.927,0.422,0.048,0.882,0.601,0.187,0.242,0.177,0.454,0.584,0.651,0.78
0.0,0.655,0.608,0.187,0.425,0.2,0.625,0.881,0.33,0.993,0.672,0.384,0.891,0.797,0.824,0.663,0.366,0.832,0.761,0.395,0.689,0.023,0.095,0.039,0.843,0.226,0.423,0.948,0.689,0.366,0.781,0.639,0.123,0.125,0.204,0.61,0.091,0.787,0.476,0.083,0.047
1.0,0.099,0.677,0.818,0.769,0.354,0.366,0.34,0.709,0.553,0.63,0.968,0.58,0.973,0.336,0.56,0.501,0.835,0.647,0.232,0.955,0.258,0.55,0.224,0.884,0.277,0.597,0.04,0.6,0.523,0.443,0.327,0.465,0.67,0.597,0.493,0.964,0.269,0.767,0.43,0.456
0.0,0.033,0.024,0.215,0.641,0.102,0.651,0.461,0.564,0.497,0.317,0.294,0.927,0.62,0.964,0.319,0.315,0.845,0.848,0.011,0.377,0.378,0.519,0.836,0.038,0.623,0.422,0.197,0.228,0.917,0.179,0.184,0.274,0.646,0.143,0.723,0.795,0.153,0.542,0.227,0.995
1.0,0.88,0.688,0.435,0.019,0.258,0.868,0.514,0.257,0.622,0.585,0.609,0.258,0.804,0.376,0.944,0.876,0.667,0.506,0.442,0.695,0.256,0.303,0.623,0.121,0.688,0.213,0.545,0.727,0.962,0.435,0.874,0.229,0.059,0.916,0.949,0.531,0.192,0.665,0.719,0.581
1.0,0.562,0.404,0.201,0.308,0.445,0.918,0.343,0.272,0.009,0.735,0.552,0.42,0.876,0.946,0.975,0.468,0.157,0.056,0.139,0.658,0.49,0.412,0.726,0.514,0.899,0.031,0.589,0.763,0.622,0.823,0.846,0.447,0.463,0.196,0.505,0.939,0.594,0.144,0.037,0.847
0.0,0.626,0.412,0.862,0.064,0.438,0.962,0.863,0.474,0.746,0.545,0.28,0.83,0.012,0.325,0.235,0.402,0.077,0.18,0.33,0.064,0.066,0.844,0.517,0.444,0.291,0.707,0.263,0.984,0.532,0.987,0.886,0.575,0.562,0.378,0.16,0.117,0.632,0.333,0.19,0.677
0.0,0.393,0.925,0.915,0.257,0.843,0.708,0.57,0.804,0.38,0.521,0.545,0.043,0.408,0.269,0.883,0.706,0.705,0.538,0.111,0.606,0.496,0.718,0.792,0.825,0.228,0.93,0.896,0.146,0.373,0.888,0.006,0.972,0.222,0.695,0.826,0.001,0.207,0.066,0.699,0.76
0.0,0.841,0.374,0.012,0.776,0.695,0.92,0.522,0.952,0.503,0.427,0.834,0.848,0.972,0.364,0.998,0.417,0.183,0.624,0.219,0.223,0.702,0.593,0.924,0.643,0.047,0.369,0.784,0.772,0.339,0.281,0.939,0.732,0.655,0.192,0.885,0.397,0.52,0.081,0.76,0.542
1.0,0.195,0.483,0.425,0.235,0.462,0.024,0.8,0.326,0.122,0.432,0.423,0.417,0.569,0.576,0.66,0.509,0.255,0.066,0.715,0.319,0.196,0.006,0.629,0.543,0.373,0.375,0.05,0.823,0.14,0.363,0.649,0.37,0.854,0.617,0.497,0.937,0.488,0.724,0.294,0.686
0.0,0.512,0.148,0.366,0.567,0.703,0.666,0.104,0.945,0.739,0.667,0.286,0.406,0.502,0.583,0.901,0.119,0.518,0.778,0.017,0.358,0.979,0.809,0.87,0.409,0.019,0.428,0.538,0.106,0.66,0.463,0.374,0.288,0.502,0.919,0.745,0.96,0.333,0.332,0.863,0.069
1.0,0.676,0.616,0.126,0.717,0.051,0.176,0.497,0.454,0.323,0.11,0.767,0.013,0.775,0.018,0.892,0.205,0.667,0.015,0.171,0.053,0.86,0.764,0.708,0.727,0.112,0.486,0.329,0.128,0.998,0.956,0.466,0.745,0.596,0.398,0.582,0.041,0.255,0.082,0.411,0.522
1.0,0.084,0.911,0.231,0.037,0.701,0.498,0.93,0.582,0.45,0.312,0.362,0.929,0.456,0.521,0.353,0.343,0.137,0.318,0.368,0.105,0.841,0.387,0.802,0.292,0.79,0.725,0.926,0.151,0.277,0.093,0.985,0.707,0.825,0.38,0.73,0.145,0.945,0.628,0.101,0.727
0.0,0.73,0.685,0.327,0.982,0.549,0.266,0.518,0.602,0.302,0.502,0.341,0.846,0.848,0.837,0.978,0.367,0.694,0.152,0.962,0.919,0.027,0.752,0.686,0.096,0.573,0.629,0.174,0.758,0.629,0.011,0.008,0.842,0.459,0.81,0.177,0.076,0.538,0.659,0.478,0.677
0.0,0.444,0.422,0.329,0.209,0.299,0.253,0.273,0.905,0.109,0.227,0.086,0.871,0.663,0.235,0.735,0.91,0.736,0.96,0.217,0.517,0.901,0.081,0.371,0.1,0.937,0.788,0.14,0.165,0.758,0.267,0.235,0.834,0.052,0.455,0.501,0.613,0.227,0.204,0.912,0.337
1.0,0.242,0.527,0.804,0.546,0.472,0.11,0.152,0.037,0.586,0.311,0.694,0.331,0.248,0.663,0.912,0.263,0.333,0.419,0.76,0.224,0.134,0.886,0.117,0.329,0.221,0.707,0.085,0.555,0.749,0.22,0.161,0.503,0.033,0.838,0.859,0.483,0.632,0.585,0.968,0.426
0.0,0.569,0.234,0.95,0.939,0.117,0.899,0.198,0.302,0.04,0.995,0.746,0.789,0.64,0.125,0.597,0.791,0.314,0.321,0.185,0.399,0.302,0.594,0.157,0.013,0.302,0.694,0.403,0.107,0.49,0.596,0.109,0.779,0.981,0.972,0.223,0.793,0.711,0.59,0.171,0.556
1.0,0.421,0.197,0.218,0.645,0.372,0.745,0.98,0.747,0.195,0.017,0.748,0.254,0.237,0.162,0.49,0.691,0.294,0.0,0.361,0.882,0.423,0.15,0.498,0.506,0.459,0.48,0.466,0.953,0.156,0.224,0.062,0.711,0.918,0.524,0.452,0.407,0.384,0.954,0.813,0.409
0.0,0.464,0.179,0.98,0.61,0.298,0.228,0.343,0.776,0.738,0.329,0.566,0.165,0.36,0.787,0.485,0.527,0.318,0.624,0.861,0.783,0.452,0.748,0.999,0.34,0.997,0.433,0.222,0.019,0.64,0.915,0.477,0.229,0.897,0.633,0.945,0.127,0.126,0.095,0.043,0.72
0.0,0.014,0.157,0.708,0.692,0.681,0.15,0.049,0.898,0.852,0.91,0.475,0.052,0.524,0.978,0.926,0.002,0.581,0.408,0.086,0.196,0.815,0.518,0.972,0.672,0.666,0.39,0.474,0.1,0.089,0.389,0.126,0.404,0.735,0.46,0.34,0.385,0.191,0.698,0.462,0.714
1.0,0.823,0.865,0.356,0.138,0.261,0.119,0.124,0.707,0.224,0.129,0.95,0.171,0.155,0.003,0.763,0.087,0.67,0.49,0.402,0.73,0.836,0.978,0.074,0.525,0.913,0.271,0.714,0.515,0.44,0.904,0.754,0.69,0.736,0.392,0.112,0.327,0.698,0.956,0.495,0.535
0.0,0.077,0.153,0.512,0.779,0.376,0.666,0.62,0.084,0.484,0.522,0.914,0.972,0.186,0.138,0.311,0.823,0.579,0.46,0.086,0.931,0.851,0.709,0.167,0.115,0.497,0.854,0.324,0.992,0.418,0.792,0.516,0.721,0.793,0.225,0.827,0.743,0.279,0.401,0.754,0.511
0.0,0.71,0.682,0.148,0.42,0.29,0.845,0.797,0.503,0.073,0.579,0.29,0.335,0.022,0.606,0.54,0.9,0.15,0.546,0.809,0.707,0.097,0.846,0.827,0.69,0.36,0.871,0.925,0.255,0.604,0.199,0.622,0.296,0.253,0.753,0.485,0.909,0.984,0.474,0.718,0.564
0.0,0.074,0.598,0.401,0.575,0.162,0.74,0.109,0.435,0.918,0.827,0.855,0.034,0.964,0.701,0.004,0.893,0.718,0.046,0.595,0.834,0.34,0.478,0.813,0.209,0.549,0.462,0.823,0.9,0.272,0.968,0.964,0.31,0.565,0.615,0.929,0.391,0.138,0.283,0.492,0.037
0.0,0.355,0.874,0.633,0.986,0.064,0.709,0.644,0.859,0.223,0.025,0.369,0.637,0.503,0.121,0.178,0.353,0.754,0.895,0.51,0.172,0.559,0.075,0.873,0.483,0.501,0.137,0.734,0.537,0.445,0.434,0.501,0.887,0.834,0.533,0.979,0.388,0.72,0.583,0.533,0.266
1.0,0.122,0.242,0.908,0.65,0.691,0.209,0.998,0.746,0.657,0.561,0.374,0.635,0.893,0.757,0.114,0.381,0.794,0.321,0.48,0.58,0.96,0.75,0.679,0.872,0.266,0.122,0.988,0.228,0.145,0.865,0.885,0.791,0.662,0.023,0.455,0.391,0.071,0.699,0.055,0.107
1.0,0.134,0.632,0.33,0.7,0.223,0.402,0.485,0.99,0.811,0.506,0.697,0.813,0.401,0.097,0.958,0.014,0.116,0.712,0.391,0.799,0.225,0.15,0.519,0.08,0.96,0.876,0.087,0.118,0.056,0.702,0.121,0.897,0.694,0.458,0.175,0.217,0.655,0.634,0.725,0.842
1.0,0.899,0.172,0.291,0.167,0.246,0.225,0.613,0.062,0.6,0.585,0.471,0.774,0.393,0.711,0.687,0.162,0.647,0.238,0.331,0.239,0.534,0.834,0.976,0.746,0.9,0.167,0.665,0.384,0.254,0.908,0.211,0.562,0.291,0.367,0.377,0.419,0.251,0.164,0.716,1.0
0.0,0.448,0.166,0.47,0.969,0.337,0.687,0.512,0.174,0.656,0.023,0.565,0.99,0.425,0.442,0.88,0.307,0.846,0.578,0.355,0.195,0.884,0.981,0.565,0.044,0.48,0.098,0.204,0.755,0.461,0.131,0.894,0.875,0.847,0.037,0.777,0.403,0.928,0.926,0.602,0.958
1.0,0.107,0.785,0.791,0.61,0.18,0.372,0.943,0.471,0.158,0.507,0.249,0.618,0.372,0.012,0.946,0.409,0.237,0.605,0.828,0.834,0.469,0.35,0.613,0.868,0.204,0.156,0.747,0.422,0.707,0.87,0.978,0.834,0.579,0.407,0.767,0.75,0.015,0.702,0.24,0.264
0.0,0.147,0.661,0.76,0.604,0.6,0.258,0.028,0.181,0.206,0.398,0.348,0.551,0.107,0.801,0.143,0.05,0.602,0.113,0.967,0.063,0.336,0.118,0.39,0.954,0.731,0.497,0.027,0.779,0.891,0.013,0.318,0.927,0.38,0.134,0.573,0.508,0.026,0.482,0.473,0.651
1.0,0.625,0.916,0.7,0.916,0.588,0.618,0.808,0.458,0.496,0.994,0.871,0.139,0.598,0.847,0.11,0.786,0.878,0.605,0.567,0.39,0.265,0.319,0.248,0.827,0.234,0.119,0.338,0.318,0.853,0.437,0.468,0.355,0.02,0.27,0.285,0.808,0.608,0.599,0.26,0.36
0.0,0.98,0.007,0.708,0.196,0.892,0.446,0.227,0.563,0.62,0.128,0.993,0.985,0.319,0.513,0.119,0.67,0.11,0.673,0.267,0.676,0.688,0.327,0.484,0.513,0.31,0.188,0.34,0.586,0.387,0.761,0.503,0.614,0.145,0.988,0.4,0.225,0.28,0.235,0.22,0.421
0.0,0.349,0.379,0.053,0.723,0.364,0.278,0.267,0.468,0.208,0.83,0.174,0.827,0.444,0.547,0.733,0.079,0.047,0.472,0.188,0.797,0.985,0.286,0.487,0.721,0.453,0.181,0.375,0.174,0.246,0.234,0.515,0.83,0.818,0.099,0.521,0.488,0.797,0.651,0.685,0.907
0.0,0.539,0.251,0.422,0.416,0.547,0.81,0.863,0.96,0.162,0.249,0.348,0.736,0.658,0.456,0.614,0.584,0.305,0.218,0.228,0.009,0.046,0.415,0.916,0.907,0.369,0.418,0.036,0.37,0.627,0.377,0.636,0.056,0.787,0.062,0.307,0.478,0.59,0.897,0.403,0.593
1.0,0.955,0.787,0.477,0.465,0.22,0.909,0.135,0.147,0.709,0.852,0.856,0.725,0.314,0.074,0.555,0.933,0.077,0.983,0.635,0.115,0.974,0.426,0.231,0.596,0.006,0.541,0.826,0.294,0.019,0.902,0.544,0.738,0.028,0.35,0.402,0.146,0.6,0.294,0.112,0.645
1.0,0.75,0.34,0.162,0.627,0.576,0.082,0.085,0.784,0.496,0.173,0.547,0.63,0.8,0.149,0.101,0.166,0.543,0.117,0.261,0.032,0.782,0.132,0.582,0.919,0.269,0.594,0.307,0.322,0.024,0.244,0.976,0.292,0.367,0.269,0.286,0.753,0.665,0.641,0.095,0.756
1.0,0.312,0.031,0.881,0.536,0.839,0.392,0.44,0.246,0.665,0.494,0.32,0.25,0.905,0.215,0.023,0.664,0.916,0.903,0.002,0.723,0.308,0.704,0.042,0.779,0.088,0.278,0.882,0.407,0.543,0.874,0.938,0.982,0.734,0.928,0.197,0.537,0.332,0.499,0.309,0.607
1.0,0.731,0.356,0.922,0.708,0.767,0.135,0.137,0.062,0.041,0.226,0.583,0.546,0.93,0.857,0.567,0.337,0.325,0.824,0.596,0.608,0.198,0.61,0.449,0.926,0.268,0.777,0.097,0.523,0.772,0.603,0.572,0.73,0.526,0.167,0.556,0.027,0.914,0.297,0.536,0.596
0.0,0.557,0.361,0.368,0.513,0.282,0.904,0.91,0.314,0.047,0.838,0.39,0.791,0.155,0.957,0.812,0.447,0.528,0.191,0.224,0.288,0.335,0.845,0.751,0.217,0.969,0.323,0.814,0.451,0.984,0.114,0.443,0.527,0.292,0.203,0.281,0.599,0.065,0.407,0.662,0.194
0.0,0.523,0.871,0.444,0.132,0.572,0.462,0.914,0.089,0.599,0.27,0.118,0.571,0.546,0.83,0.553,0.277,0.355,0.12,0.678,0.433,0.218,0.645,0.903,0.481,0.622,0.684,0.154,0.592,0.934,0.29,0.786,0.943,0.551,0.095,0.495,0.563,0.544,0.129,0.431,0.788
0.0,0.698,0.157,0.815,0.868,0.946,0.591,0.721,0.601,0.828,0.586,0.05,0.106,0.486,0.937,0.529,0.133,0.702,0.925,0.791,0.639,0.092,0.657,0.698,0.175,0.056,0.341,0.395,0.077,0.849,0.658,0.726,0.284,0.32,0.366,0.306,0.401,0.016,0.219,0.451,0.658
0.0,0.522,0.747,0.442,0.806,0.751,0.695,0.295,0.078,0.282,0.939,0.387,0.06,0.131,0.795,0.757,0.314,0.542,0.406,0.022,0.227,0.108,0.789,0.812,0.671,0.074,0.54,0.38,0.352,0.606,0.721,0.773,0.256,0.168,0.448,0.675,0.095,0.486,0.567,0.168,0.174
0.0,0.117,0.558,0.769,0.611,0.27,0.257,0.301,0.401,0.129,0.331,0.875,0.96,0.514,0.358,0.132,0.141,0.918,0.95,0.251,0.851,0.86,0.663,0.512,0.82,0.456,0.105,0.671,0.318,0.002,0.895,0.212,0.739,0.813,0.874,0.089,0.803,0.811,0.228,0.83,0.538
1.0,0.999,0.4,0.804,0.193,0.379,0.835,0.307,0.598,0.365,0.486,0.442,0.611,0.913,0.861,0.336,0.918,0.796,0.15,0.998,0.767,0.261,0.72,0.225,0.892,0.626,0.107,0.114,0.236,0.267,0.519,0.601,0.087,0.912,0.44,0.174,0.001,0.179,0.073,0.291,0.398
1.0,0.231,0.322,0.614,0.1,0.208,0.896,0.17,0.915,0.285,0.102,0.841,0.274,0.16,0.591,0.785,0.981,0.391,0.383,0.287,0.74,0.16,0.977,0.269,0.485,0.14,0.794,0.073,0.63,0.693,0.333,0.928,0.898,0.287,0.646,0.051,0.325,0.36,0.906,0.78,0.534
1.0,0.089,0.214,0.267,0.106,0.6,0.866,0.448,0.889,0.622,0.253,0.59,0.091,0.817,0.759,0.259,0.115,0.116,0.293,0.882,0.045,0.306,0.924,0.376,0.896,0.443,0.785,0.894,0.856,0.392,0.778,0.762,0.753,0.757,0.678,0.511,0.524,0.669,0.432,0.57,0.548
1.0,0.488,0.72,0.224,0.118,0.244,0.441,0.878,0.807,0.805,0.095,0.375,0.502,0.912,0.607,0.866,0.508,0.173,0.341,0.083,0.339,0.536,0.769,0.011,0.703,0.335,0.453,0.185,0.734,0.939,0.657,0.976,0.209,0.279,0.727,0.8,0.57,0.831,0.219,0.136,0.923
1.0,0.155,0.033,0.34,0.231,0.799,0.766,0.365,0.021,0.117,0.464,0.774,0.1,0.285,0.601,0.968,0.958,0.304,0.493,0.586,0.965,0.821,0.76,0.276,0.567,0.981,0.52,0.374,0.983,0.901,0.663,0.036,0.228,0.808,0.381,0.025,0.911,0.392,0.265,0.681,0.752
